Sample Name,IGSN,Site Identifier,Sample Description,Material,Collection method description,Longitude,Latitude,Elevation Unit,Elevation start,Field name (informal classification),Location Description,Collection date,Navigation Type,EPSG,GeolocationInstrument,Site_Veg,Needles,CoverCode,Family,Genus,Species,Country:,State/Province:,County:,City:,Collector/Chief Scientist:,Current Archive:,Current Archive Contact Details:
243-ER18-FO,IER18004L,243-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix glauca",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.030091,38.961143,meters,3191.1,Shrub,Washington Gulch Upper,6/22/18,GPS,4326,RTK,willow,FALSE,glauca,Salicaceae,Salix,glauca,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
244-ER18-FO,IER18001Z,244-ER18,"Foliar leaf samples,Foliar leaf samples from Papaveraceae Corydalis caseana",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.029539,38.960816,meters,3161.1,Shrub,Washington Gulch Upper,6/22/18,GPS,4326,RTK,mesic meadow,FALSE,NA,Papaveraceae,Corydalis,caseana,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
245-ER18-FO,IER18001E,245-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Boothii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.029593,38.960684,meters,3158.9,Shrub,Washington Gulch Upper,6/22/18,GPS,4326,RTK,willow,FALSE,boothii,Salicaceae,Salix,Boothii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
246-ER18-FO,IER18001F,246-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Boothii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.029565,38.960306,meters,3148.3,Shrub,Washington Gulch Upper,6/22/18,GPS,4326,RTK,willow,FALSE,boothii,Salicaceae,Salix,Boothii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
247-ER18-FO,IER180020,247-ER18,"Foliar leaf samples,Foliar leaf samples from Papaveraceae Corydalis caseana",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.02961,38.960089,meters,3145.1,Shrub,Washington Gulch Upper,6/22/18,GPS,4326,RTK,mesic meadow,FALSE,NA,Papaveraceae,Corydalis,caseana,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
248-ER18-FO,IER18001G,248-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Boothii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.031969,38.960647,meters,3163.3,Shrub,Washington Gulch Upper,6/22/18,GPS,4326,RTK,willow,FALSE,boothii,Salicaceae,Salix,Boothii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
249-ER18-FO,IER18000K,249-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Populus tremuloides",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.028596,38.961513,meters,3186.6,Tree,Washington Gulch Upper,6/22/18,GPS,4326,RTK,broadleaf,FALSE,Aspen,Salicaceae,Populus,tremuloides,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
250-ER18-FO,IER18000L,250-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Populus tremuloides",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.029006,38.961528,meters,3195.3,Tree,Washington Gulch Upper,6/22/18,GPS,4326,RTK,broadleaf,FALSE,Aspen,Salicaceae,Populus,tremuloides,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
251-ER18-FO,IER1800C7,251-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Abies lasiocarpa",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.028641,38.961855,meters,3203.8,Tree,Washington Gulch Upper,6/22/18,GPS,4326,RTK,needle,TRUE,SubFir,Pinaceae,Abies,lasiocarpa,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
252-ER18-FO,IER180039,252-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.028835,38.962088,meters,3214.5,Tree,Washington Gulch Upper,6/22/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
253-ER18-FO,IER1800C8,253-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Abies lasiocarpa",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.029365,38.962148,meters,3229.4,Tree,Washington Gulch Upper,6/22/18,GPS,4326,RTK,needle,TRUE,SubFir,Pinaceae,Abies,lasiocarpa,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
254-ER18-FO,IER1800C9,254-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Abies lasiocarpa",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.029371,38.962183,meters,3230.4,Tree,Washington Gulch Upper,6/22/18,GPS,4326,RTK,needle,TRUE,SubFir,Pinaceae,Abies,lasiocarpa,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
255-ER18-FO,IER18003A,255-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.029352,38.963379,meters,3246.6,Tree,Washington Gulch Upper,6/22/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
256-ER18-FO,IER18000M,256-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Populus tremuloides",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.028359,38.963368,meters,3247.9,Tree,Washington Gulch Upper,6/22/18,GPS,4326,RTK,broadleaf,FALSE,Aspen,Salicaceae,Populus,tremuloides,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
257-ER18-FO,IER18003B,257-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.027314,38.963425,meters,3245.9,Tree,Washington Gulch Upper,6/22/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
258-ER18-FO,IER18003C,258-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.029927,38.962724,meters,3235.3,Tree,Washington Gulch Upper,6/22/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
259-ER18-FO,IER18008R,259-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.040201,38.979452,meters,3480.5,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
260-ER18-FO,IER18008S,260-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.040456,38.979704,meters,3479.8,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
261-ER18-FO,IER18008T,261-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.040429,38.979984,meters,3477.6,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
262-ER18-FO,IER18008U,262-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.040025,38.980581,meters,3473.4,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
263-ER18-FO,IER18008V,263-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.04028,38.980202,meters,3475.4,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
264-ER18-FO,IER18008W,264-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.040122,38.980142,meters,3475.4,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
265-ER18-FO,IER18008X,265-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.039981,38.98046,meters,3473.1,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
266-ER18-FO,IER18008Y,266-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.040127,38.980912,meters,3473.8,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
267-ER18-FO,IER18008Z,267-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.040219,38.980898,meters,3474.1,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
268-ER18-FO,IER180090,268-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.040314,38.981207,meters,3476.1,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
269-ER18-FO,IER180091,269-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.03777,38.979832,meters,3456.4,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
270-ER18-FO,IER180092,270-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.038099,38.979831,meters,3461.8,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
271-ER18-FO,IER180093,271-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.038357,38.979362,meters,3463.9,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
272-ER18-FO,IER180094,272-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.038219,38.979392,meters,3461.9,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,mesic meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
273-ER18-FO,IER180095,273-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.03773,38.97945,meters,3455.8,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
274-ER18-FO,IER180096,274-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.037741,38.979414,meters,3455.9,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
275-ER18-FO,IER180097,275-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.037688,38.979185,meters,3456.4,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,dry meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
276-ER18-FO,IER180098,276-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.037513,38.979116,meters,3455.2,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
277-ER18-FO,IER180099,277-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.037445,38.978788,meters,3457.3,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,wet meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
278-ER18-FO,IER18009A,278-ER18,"Foliar leaf samples,Foliar leaf samples from meadow plot",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.037665,38.9786,meters,3459.2,Meadow,Rock Creek,6/23/18,GPS,4326,RTK,mesic meadow,FALSE,NA,NA,NA,NA,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
279-ER18-FO,IER18004N,279-ER18,"Foliar leaf samples,Foliar leaf samples from Grossulariaceae Ribes montigenum",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.037372,38.978592,meters,3458.8,Shrub,Rock Creek,6/23/18,GPS,4326,RTK,shrub,FALSE,Gooseberry,Grossulariaceae,Ribes,montigenum,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
280-ER18-FO,IER1800B5,280-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Planifolia",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.037505,38.979251,meters,3456.4,Shrub,Rock Creek,6/23/18,GPS,4326,RTK,willow,FALSE,planifolia,Salicaceae,Salix,Planifolia,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
281-ER18-FO,IER1800CU,281-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Wolfii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.037784,38.979314,meters,3457.1,Shrub,Rock Creek,6/23/18,GPS,4326,RTK,willow,FALSE,wolfii,Salicaceae,Salix,Wolfii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
282-ER18-FO,IER1800CA,282-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Abies lasiocarpa",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.037846,38.97966,meters,3457.2,Shrub,Rock Creek,6/23/18,GPS,4326,RTK,needle,TRUE,SubFir,Pinaceae,Abies,lasiocarpa,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
283-ER18-FO,IER1800B6,283-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Planifolia",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.039897,38.98052,meters,3473.5,Shrub,Rock Creek,6/23/18,GPS,4326,RTK,willow,FALSE,planifolia,Salicaceae,Salix,Planifolia,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
284-ER18-FO,IER1800CV,284-ER18,"Foliar leaf samples,Foliar leaf samples from Salicaceae Salix Wolfii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.039878,38.981278,meters,3478.6,Shrub,Rock Creek,6/23/18,GPS,4326,RTK,willow,FALSE,wolfii,Salicaceae,Salix,Wolfii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
285-ER18-FO,IER180021,285-ER18,"Foliar leaf samples,Foliar leaf samples from Papaveraceae Corydalis caseana",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.03847,38.980509,meters,3462,Shrub,Rock Creek,6/23/18,GPS,4326,RTK,mesic meadow,FALSE,NA,Papaveraceae,Corydalis,caseana,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
286-ER18-FO,IER18002F,286-ER18,"Foliar leaf samples,Foliar leaf samples from Adoxaceae Sambucus microbotrys",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.038926,38.980663,meters,3474.2,Shrub,Rock Creek,6/23/18,GPS,4326,RTK,shrub,FALSE,Elderberry,Adoxaceae,Sambucus,microbotrys,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
287-ER18-FO,IER180022,287-ER18,"Foliar leaf samples,Foliar leaf samples from Papaveraceae Corydalis caseana",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.038926,38.980686,meters,3474.1,Shrub,Rock Creek,6/23/18,GPS,4326,RTK,mesic meadow,FALSE,NA,Papaveraceae,Corydalis,caseana,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
288-ER18-FO,IER180024,288-ER18,"Foliar leaf samples,Foliar leaf samples from Caprifoliaceae Distegia involucrata",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.038568,38.979679,meters,3469.3,Shrub,Rock Creek,6/23/18,GPS,4326,RTK,shrub,FALSE,DisInv,Caprifoliaceae,Distegia,involucrata,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
289-ER18-FO,IER18003D,289-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.036647,38.979871,meters,3450.2,Tree,Rock Creek,6/23/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
290-ER18-FO,IER1800CB,290-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Abies lasiocarpa",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.035845,38.978912,meters,3458.2,Tree,Rock Creek,6/23/18,GPS,4326,RTK,needle,TRUE,SubFir,Pinaceae,Abies,lasiocarpa,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
291-ER18-FO,IER18003E,291-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.036317,38.980041,meters,3443.3,Tree,Rock Creek,6/23/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
292-ER18-FO,IER18003F,292-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.039264,38.978067,meters,3491.8,Tree,Rock Creek,6/23/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
293-ER18-FO,IER18003G,293-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.035729,38.978463,meters,3456.1,Tree,Rock Creek,6/23/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
294-ER18-FO,IER18003H,294-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.035751,38.978888,meters,3456.3,Tree,Rock Creek,6/23/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
295-ER18-FO,IER18003I,295-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.036394,38.979906,meters,3444.9,Tree,Rock Creek,6/23/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
296-ER18-FO,IER18003J,296-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.039597,38.978468,meters,3494.1,Tree,Rock Creek,6/23/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
297-ER18-FO,IER18003K,297-ER18,"Foliar leaf samples,Foliar leaf samples from Pinaceae Picea engelmannii",Biology,Collect entire stems where possible and place them in a gallon polyethylene bag with a damp paper towel to prevent rapid dehydration of leaves.,-107.039625,38.977129,meters,3490.5,Tree,Rock Creek,6/23/18,GPS,4326,RTK,needle,TRUE,Engelmann,Pinaceae,Picea,engelmannii,USA,Colorado,Gunnison,Crested Butte,K. Dana Chadwick,Stanford University,"K. Dana Chadwick, kdc@stanford.edu"
